Question,Equation,Answer,Numbers
"At the fair Adam bought N_00 tickets . After riding the ferris wheel he had N_01 tickets left . If each ticket cost N_02 dollars , how much money did Adam spend riding the ferris wheel ?",N_02 * ( N_00 - N_01 ),81.0,13.0 4.0 9.0
"Christina just transferred $ N_00 out of her bank account . As a result , the account now has $ N_01 in it . How much money was in the account before the transfer ?",N_00 + N_01,27004.0,69.0 26935.0
"Sarah baked N_00 cupcakes for her school 's bake sale . If her brother , Todd , ate N_01 of them how many packages could she make if she put N_02 cupcake in each package ?",( N_00 - N_01 ) / N_02,3.0,38.0 14.0 8.0
"A new building needed N_00 windows . The builder had already installed N_01 of them . If it takes N_02 hours to install each window , how long will it take him to install the rest ?",N_01 * ( N_00 - N_01 ),48.0,14.0 8.0 8.0
"There are N_00 students in the class and N_01 eggs . If the eggs are divided equally among the students , how many does each student get ?",N_01 / N_00,8.0,7.0 56.0
Marie can bike at a speed of N_00 miles an hour . How far can she bike in N_01 hours ?,N_00 * N_01,372.0,12.0 31.0
"Ernest has N_00 bananas that must be put away in boxes . Julie comes to help and brings N_01 cookies to share with Ernest . If there are N_02 boxes , how many bananas must go in each box ?",N_00 / N_02,9.0,45.0 3.0 5.0
"Each chocolate bar in a box cost $ N_00 . If a box had N_01 bars total and Zoe sold all but N_02 bars , how much money would she have made ?",N_00 * ( N_01 - N_00 ),42.0,6.0 13.0 6.0
"A worksheet had N_00 problems on it . If a teacher had N_01 worksheets to grade and had already graded N_02 of them , how many more problems does she have to grade ?",N_00 * ( N_01 - N_02 ),32.0,4.0 16.0 8.0
Mrs. Sheridan has N_00 cats . Mr. Sheridan gave her N_01 more cats . How many cats does Mrs. Sheridan have altogether ?,N_00 + N_01,31.0,17.0 14.0
There are N_00 leaves . There are N_01 ladybugs on each leaf . How many ladybugs are there in all ?,N_00 * N_01,11676.0,84.0 139.0
"Adam had N_00 dollars . At the store he spent $ N_01 on a new game . If he got another N_02 dollars for his allowance , how much money does he have now ?",N_00 + N_00 - N_01,8.0,5.0 2.0 5.0
"Faye and her mom were picking carrots from their garden . Faye picked N_00 and her mother picked N_01 . If only N_02 of the carrots were good , how many bad carrots did they have ?",N_00 + N_01 - N_02,16.0,23.0 5.0 12.0
Sara picked N_00 pears and N_01 apples from the orchard . She gave N_02 pears to Dan . How many pears does Sara have ?,N_00 - N_02,7.0,35.0 27.0 28.0
Deborah is inviting N_00 friends to a party . She has N_01 cookies . How many cookies will each friend get ?,N_01 / N_00,8.0,10.0 80.0
"Sarah sold N_00 boxes of Lemon Chalet Cremes . How many cases of N_01 boxes , plus extra boxes does Sarah need ?",N_00 / N_01,2.0,24.0 12.0
A restaurant made N_00 hamburgers to serve during lunch . Only N_01 were actually served . How many hamburgers were over from lunch ?,N_00 - N_01,6.0,9.0 3.0
"There were N_00 friends playing a video game online when N_01 more players joined the game . If each player had N_02 lives , how many lives did they have total ?",N_02 * ( N_00 + N_01 ),27.0,4.0 5.0 3.0
The first minute of a telephone call costs N_00 cents and each additional minute N_01 cents . What is the cost of a N_02 minute telephone call ?,N_00 + N_01 * N_02,89.0,24.0 13.0 5.0
For the school bake sale Katie made pastries . She baked N_00 cupcakes and N_01 cookies . After the sale she had N_02 to take back home . How many pastries did she sell ?,N_00 + N_01 - N_02,4.0,7.0 5.0 8.0
"April 's discount flowers was having a sale where each flower was N_00 dollars . If Zoe bought N_01 roses and N_02 daisies , how much did she spend ?",N_00 * ( N_01 + N_02 ),30.0,3.0 8.0 2.0
"Chloe was organizing her book case making sure each of the shelves had exactly N_00 books on it . If she had N_01 shelves of mystery books and N_02 shelves of picture books , how many books did she have total ?",N_00 * ( N_01 + N_02 ),54.0,6.0 5.0 4.0
"As part of a lesson on earthquakes , a science class is researching the movement of a nearby fault line . The fault line moved N_00 inches during the past year and N_01 inches the year before . How far did the fault line move in all ?",N_00 + N_01,6.5,1.25 5.25
"Amy was playing a video game where she scores N_00 points for each treasure she finds . If she found N_01 treasures on the first level and N_02 on the second , what would her score be ?",N_00 * ( N_01 + N_02 ),32.0,4.0 6.0 2.0
"Mike has N_00 muffins , which he needs to box up into dozens . How many boxes does he need ?",N_00 / 12.0,8.0,96.0
"N_00 people are going to the zoo , and there are N_01 buses to take people . How many will go in each bus if the same number go in each one and all of the people go to the zoo ?",N_00 / N_01,73.0,219.0 3.0
Edward starts with N_00 eggs . He gives N_01 to Phillip . How many eggs does Edward end with ?,N_00 - N_01,52.0,92.0 40.0
"A dust storm sweeps across the prairie . It covers N_00 acres of the prairie in dust , but leaves N_01 acres untouched . How many acres does the prairie cover ?",N_00 - N_01,64013.0,64535.0 522.0
Cindy ’ s mom baked N_00 cookies . Paul ’ s dad baked N_01 cookies . They both brought them to school for a party . How many cookies did they have altogether ?,N_00 + N_01,79.0,41.0 38.0
"For a birthday party Tom bought N_00 regular sodas and N_01 diet sodas . If his fridge would only hold N_02 on each shelf , how many shelves would he fill up ?",( N_00 + N_01 ) / N_02,8.0,4.0 52.0 7.0
"Vanessa had N_00 music files and N_01 video files on her flash drive . If she deleted N_02 of the files , how many files were still on her flash drive ?",N_00 + N_01 - N_02,33.0,13.0 30.0 10.0
"N_00 children were riding on the bus . At the bus stop , some more children got on the bus . Then there were N_01 children altogether on the bus . How many children got on the bus at the bus stop ?",N_01 - N_00,14.0,64.0 78.0
Henry had N_00 dollars . For his birthday he got N_01 more dollars but spent N_02 on a new game . How much money does he have now ?,N_00 + N_01 - N_02,19.0,11.0 18.0 10.0
"A teacher had N_00 worksheets to grade . If she graded N_01 , but then another N_02 were turned in , how many worksheets would she have to grade ?",N_00 + N_02 - N_01,51.0,7.0 2.0 46.0
Frank worked N_00 hours on the first N_01 days of the week . How many hours did he work in all ?,N_00 * N_01,32.0,8.0 4.0
There are N_00 oak trees currently in the park . Park workers will plant N_01 oak trees today . How many oak trees will the park have when the workers are finished ?,N_00 + N_01,9.0,5.0 4.0
Christine wandered N_00 miles at N_01 miles per hour . How long did Christine wander ?,N_00 / N_01,5.0,20.0 4.0
A store had N_00 coloring books in stock . They ended up putting them on sale and getting rid of N_01 of them . The put the ones they still had onto shelves with N_02 on each shelf . How many shelves did they use ?,( N_00 - N_01 ) / N_02,2.0,48.0 38.0 5.0
"Alyssa bought some toys . She bought a football for $ N_00 , and spent $ N_01 on marbles . In total , how much did Alyssa spend on toys ?",N_00 + N_01,12.3,5.71 6.59
Janet has N_00 apples . She finds another N_01 . How many apples does Janet have in all ?,N_00 + N_01,152.0,57.0 95.0
A restaurant sold N_00 hamburgers last week . How many hamburgers on average were sold each day ?,N_00 / 7.0,9.0,63.0
"At a pie - eating contest , Erik got through N_00 pie before time was called ; Frank finished just N_01 pie . How much more pie did Erik eat than Frank ?",N_00 - N_01,0.3333333333333333,0.6666666666666666 0.3333333333333333
"Sarah had N_00 homework problems . She finished N_01 of them but still had N_02 pages of problems to do . If each page has the same number of problems on it , how many problems are on each page ?",( N_00 - N_01 ) / N_02,7.0,55.0 6.0 7.0
Steven wants to split a collection of cards into groups of N_00 . Steven has N_01 cards . How many groups will be created ?,N_01 / N_00,5.0,6.0 30.0
Convert N_00 to a percent .,N_00 * 100.0,17.6,0.176
"If N_00 lollipops cost N_01 dollars , how much does N_02 lollipop cost , in dollars ?",N_01 / N_00,0.75,120.0 90.0 1.0
"Benny goes to lunch with Sally and Sandy . The total bill came to N_00 dollars . They decided to equally split up the bill , how much will each person have to pay ?",N_00 / 3.0,5.0,15.0
"Dan had N_00 baseball cards , and N_01 were torn . Sam bought N_02 of Dan 's baseball cards . How many baseball cards does Dan have now ?",N_00 - N_02,82.0,97.0 8.0 15.0
For homework Nancy had N_00 math problems and N_01 spelling problems . If she can finish N_02 problems in an hour how long will it take her to finish all the problems ?,( N_00 + N_01 ) / N_02,4.0,17.0 15.0 8.0
"Harry Hound had a terrible earache yesterday . When I peered into his ears yesterday , I found N_00 frisky fleas having a party in his right ear and N_01 baby fleas sleeping peacefully in his left ear . I cleaned out Harry Hound 's ears . How many fleas perished ?",N_00 + N_01,121.0,36.0 85.0
"Tommy had some balloons . His mom gave him N_00 more balloons for his birthday . Then , Tommy had N_01 balloons . How many balloons did Tommy have to start with ?",N_01 - N_00,26.0,34.0 60.0
Cindy ’ s mom baked N_00 cookies . Paul ’ s dad baked N_01 cookies . They both brought them to school for a party . How many cookies did they have altogether ?,N_00 + N_01,2327.0,1215.0 1112.0
"Roger earned N_00 dollars for each lawn he mowed . If he had N_01 lawns to mow , but forgot to mow N_02 of them , how much money did he actually earn ?",N_00 * ( N_01 - N_02 ),54.0,9.0 14.0 8.0
"A waiter had N_00 tables he was waiting on , with N_01 women and N_02 men at each table . How many customers total did the waiter have ?",N_00 * ( N_01 + N_02 ),90.0,9.0 7.0 3.0
Mildred collects N_00 oranges . Mildred 's father gives Mildred N_01 more . How many oranges does Mildred have ?,N_00 + N_01,79.0,77.0 2.0
How many cookies would you have if you had N_00 bags of cookies with N_01 cookies in each bag ?,N_00 * N_01,703.0,37.0 19.0
There are N_00 birds and N_01 nests . How many more birds are there than nests ?,N_00 - N_01,3.0,6.0 3.0
"Nancy , Melanie , Mary , and Alyssa each bought N_00 baseball cards , which come in packs of N_01 . How many packs of baseball cards do they have in all ?",4.0 * N_00 / N_01,108.0,540.0 20.0
Sara has N_00 black and N_01 red marbles . Fred took N_02 of Sara 's black marbles . How many black marbles does Sara now have ?,N_00 - N_02,559.0,792.0 122.0 233.0
For the school bake sale Paige made pastries . She baked N_00 cupcakes and N_01 cookies . After the sale she had N_02 to take back home . How many pastries did she sell ?,N_00 + N_01 - N_02,41.0,36.0 9.0 4.0
"While playing a trivia game , Adam answered N_00 questions correct in the first half and N_01 questions correct in the second half . If each question was worth N_02 points , what was his final score ?",N_00 * ( N_00 + N_01 ),80.0,8.0 2.0 8.0
"At lunch a waiter had N_00 customers and N_01 of them did n't leave a tip . If he got $ N_02 each from the ones who did tip , how much money did he earn ?",N_02 * ( N_00 - N_01 ),32.0,9.0 5.0 8.0
Heather weighs N_00 pounds . Emily weighs N_01 pounds . Elizabeth weighs N_02 pounds . How much heavier is Heather than Emily ?,N_00 - N_01,78.0,87.0 9.0 8.0
Melanie had N_00 dimes in her bank . Her dad gave her N_01 dimes and her mother gave her N_02 dimes . How many dimes does Melanie have now ?,N_00 + N_01 + N_02,19.0,7.0 8.0 4.0
"Roger was putting his spare change into piles . He had N_00 piles of quarters and N_01 piles of dimes . If each pile had N_02 coins in it , how many coins did he have total ?",N_02 * ( N_00 + N_00 ),42.0,3.0 3.0 7.0
Brandon has N_00 Skittles . Bonnie has N_01 Skittles . He loses N_02 . How many Skittles will Brandon have ?,N_00 - N_02,87.0,96.0 4.0 9.0
"Roger had N_00 dollars in January . By March he had spent N_01 dollars . If he got another N_02 dollars from his mom , how much money would he have ?",N_00 + N_02 - N_01,71.0,45.0 20.0 46.0
"Ellen had N_00 Legos , but she lost N_01 Legos . How many Legos does she have now ?",N_00 - N_01,2063.0,2080.0 17.0
Dave was working as a sacker at a grocery store where he made N_00 dollars an hour . On Monday he worked N_01 hours and on Tuesday he worked N_02 hours . How much money did Dave make in those two days ?,N_00 * ( N_00 + N_02 ),48.0,6.0 6.0 2.0
Emily was playing a trivia game . In the first round she scored N_00 points and in the second round she scored N_01 points . In the last round she lost N_02 points . How many points did she have at the end of the game ?,N_00 + N_01 - N_02,1.0,16.0 33.0 48.0
"Sara grew N_00 pumpkins , but the rabbits ate N_01 pumpkins . How many pumpkins does Sara have left ?",N_00 - N_01,20.0,43.0 23.0
"Carrie 's mom gave her $ N_00 to go shopping . She bought a sweater for $ N_01 , a T - shirt for $ N_02 , and a pair of shoes for $ N_03 . How much money does Carrie have left ?",N_00 - ( N_01 + N_02 + N_03 ),50.0,91.0 24.0 6.0 11.0
Sam has N_00 yellow and N_01 green marbles . Joan took N_02 of Sam 's yellow marbles . How many yellow marbles does Sam now have ?,N_00 - N_02,61.0,86.0 20.0 25.0
Gumballs come in packages of N_00 . Nathan ate N_01 gumballs . How many whole boxes did he eat and how many gumballs does he have left ?,N_01 / N_00,4.0,5.0 20.0
"Roger is at the library helping put away books . There are N_00 book to put away total but a librarian takes N_01 of them and leaves Roger with the rest . If he can fit N_02 books on a shelf , how many shelves will he need ?",( N_00 - N_01 ) / N_02,4.0,14.0 2.0 3.0
It took Amanda N_00 hours to stroll to Kimberly 's house at N_01 miles per hour . How far is it between Amanda 's house and Kimberly 's house ?,N_00 * N_01,10.0,5.0 2.0
"The first act included N_00 clown mobiles , each stuffed with N_01 clowns . How many clowns are inside all the clown mobiles combined ?",N_00 * N_01,140.0,5.0 28.0
What is N_00 % of N_01 ?,N_00 * 0.01 * N_01,32.0,80.0 40.0
"Chloe picked N_00 carrots from her garden . If she threw out N_01 of them and then picked N_02 more the next day , how many carrots would she have total ?",N_00 + N_02 - N_01,45.0,48.0 45.0 42.0
